seed,scenario,scenario_id,split,risk_budget,object_type,method,chosen_action,true_memory,estimated_memory,uncertainty,predicted_risk,visible_fraction,success,shape_error,memory_error,damage,max_stretch,contact_rate,force_clip_rate,strain_energy,final_progress,diagnostic_count,actual_failures,predicted_failures,actual_failure_bits,predicted_failure_bits,trajectory
0,12001,hidden_strain_memory_0_12001_cloth_strip,hidden_strain_memory,0.10,cloth_strip,robust_cem_surrogate,pull_high,-0.42310,-0.28146,0.21058,0.02250,0.83333,1,0.14644,0.14164,0.00000,1.95465,0.00000,0.01667,1.41071,0.15226,0,,,00000000,00000000,0:err=0.252:stretch=1.27:contact=0;12:err=0.175:stretch=1.95:contact=0;24:err=0.132:stretch=1.95:contact=0;36:err=0.131:stretch=1.95:contact=0;48:err=0.143:stretch=1.95:contact=0;59:err=0.146:stretch=1.95:contact=0
0,12001,hidden_strain_memory_0_12001_cloth_strip,hidden_strain_memory,0.10,cloth_strip,action_conditioned_memory,diagnostic_branch_pull,-0.42310,-0.38187,0.10867,0.10250,0.83333,1,0.14265,0.04123,0.00000,1.89035,0.00000,0.01667,1.15954,0.15771,1,,,00000000,00000000,0:err=0.256:stretch=1.27:contact=0;12:err=0.259:stretch=1.27:contact=0;24:err=0.202:stretch=1.89:contact=0;36:err=0.143:stretch=1.89:contact=0;48:err=0.132:stretch=1.89:contact=0;59:err=0.143:stretch=1.89:contact=0
0,12001,hidden_strain_memory_0_12001_cloth_strip,hidden_strain_memory,0.10,cloth_strip,action_conditioned_memory_v5,pull_high,-0.42310,-0.33185,0.20039,0.02250,0.83333,1,0.14644,0.09125,0.00000,1.95465,0.00000,0.01667,1.41071,0.15226,0,,,00000000,00000000,0:err=0.252:stretch=1.27:contact=0;12:err=0.175:stretch=1.95:contact=0;24:err=0.132:stretch=1.95:contact=0;36:err=0.131:stretch=1.95:contact=0;48:err=0.143:stretch=1.95:contact=0;59:err=0.146:stretch=1.95:contact=0
0,12001,hidden_strain_memory_0_12001_cloth_strip,hidden_strain_memory,0.10,cloth_strip,oracle_latent_state,center_pull,-0.42310,-0.42310,0.00000,0.00000,0.83333,1,0.13577,0.00000,0.00000,1.80078,0.00000,0.00000,1.03279,0.14461,0,,,00000000,00000000,0:err=0.252:stretch=1.27:contact=0;12:err=0.162:stretch=1.80:contact=0;24:err=0.121:stretch=1.80:contact=0;36:err=0.119:stretch=1.80:contact=0;48:err=0.132:stretch=1.80:contact=0;59:err=0.136:stretch=1.80:contact=0
0,12002,hidden_strain_memory_0_12002_elastic_band,hidden_strain_memory,0.10,elastic_band,visible_state_mpc,pull_high,0.46784,0.00000,0.34470,0.02250,0.83333,1,0.10141,0.46784,0.00000,2.13887,0.00000,0.00000,0.94181,0.14582,0,,,00000000,00000000,0:err=0.164:stretch=1.27:contact=0;12:err=0.116:stretch=2.14:contact=0;24:err=0.095:stretch=2.14:contact=0;36:err=0.095:stretch=2.14:contact=0;48:err=0.102:stretch=2.14:contact=0;59:err=0.101:stretch=2.14:contact=0
0,12002,hidden_strain_memory_0_12002_elastic_band,hidden_strain_memory,0.10,elastic_band,damage_aware_visible_mpc,pull_high,0.46784,0.00000,0.34470,0.02250,0.83333,1,0.10141,0.46784,0.00000,2.13887,0.00000,0.00000,0.94181,0.14582,0,,,00000000,00000000,0:err=0.164:stretch=1.27:contact=0;12:err=0.116:stretch=2.14:contact=0;24:err=0.095:stretch=2.14:contact=0;36:err=0.095:stretch=2.14:contact=0;48:err=0.102:stretch=2.14:contact=0;59:err=0.101:stretch=2.14:contact=0
0,12002,hidden_strain_memory_0_12002_elastic_band,hidden_strain_memory,0.10,elastic_band,particle_filter_memory,two_end_stretch,0.46784,0.48281,0.45418,0.02250,0.83333,0,0.14147,0.01498,0.00000,1.70348,0.00000,0.00000,0.64533,0.03344,0,shape_failure,,00000010,00000000,0:err=0.166:stretch=1.27:contact=0;12:err=0.142:stretch=1.70:contact=0;24:err=0.138:stretch=1.70:contact=0;36:err=0.143:stretch=1.70:contact=0;48:err=0.142:stretch=1.70:contact=0;59:err=0.141:stretch=1.70:contact=0
0,12002,hidden_strain_memory_0_12002_elastic_band,hidden_strain_memory,0.10,elastic_band,safety_constrained_particle_filter,two_end_stretch,0.46784,0.32858,0.34734,0.02250,0.83333,0,0.14147,0.13926,0.00000,1.70348,0.00000,0.00000,0.64533,0.03344,0,shape_failure,,00000010,00000000,0:err=0.166:stretch=1.27:contact=0;12:err=0.142:stretch=1.70:contact=0;24:err=0.138:stretch=1.70:contact=0;36:err=0.143:stretch=1.70:contact=0;48:err=0.142:stretch=1.70:contact=0;59:err=0.141:stretch=1.70:contact=0
0,12002,hidden_strain_memory_0_12002_elastic_band,hidden_strain_memory,0.10,elastic_band,ensemble_uncertainty_planner,two_end_stretch,0.46784,0.47475,0.08000,0.02250,0.83333,0,0.14147,0.00691,0.00000,1.70348,0.00000,0.00000,0.64533,0.03344,0,shape_failure,,00000010,00000000,0:err=0.166:stretch=1.27:contact=0;12:err=0.142:stretch=1.70:contact=0;24:err=0.138:stretch=1.70:contact=0;36:err=0.143:stretch=1.70:contact=0;48:err=0.142:stretch=1.70:contact=0;59:err=0.141:stretch=1.70:contact=0
0,12002,hidden_strain_memory_0_12002_elastic_band,hidden_strain_memory,0.10,elastic_band,robust_cem_surrogate,two_end_stretch,0.46784,0.33309,0.18841,0.02250,0.83333,0,0.14147,0.13475,0.00000,1.70348,0.00000,0.00000,0.64533,0.03344,0,shape_failure,,00000010,00000000,0:err=0.166:stretch=1.27:contact=0;12:err=0.142:stretch=1.70:contact=0;24:err=0.138:stretch=1.70:contact=0;36:err=0.143:stretch=1.70:contact=0;48:err=0.142:stretch=1.70:contact=0;59:err=0.141:stretch=1.70:contact=0
0,12002,hidden_strain_memory_0_12002_elastic_band,hidden_strain_memory,0.10,elastic_band,action_conditioned_memory,two_end_stretch,0.46784,0.41705,0.11117,0.02250,0.83333,0,0.14147,0.05078,0.00000,1.70348,0.00000,0.00000,0.64533,0.03344,0,shape_failure,,00000010,00000000,0:err=0.166:stretch=1.27:contact=0;12:err=0.142:stretch=1.70:contact=0;24:err=0.138:stretch=1.70:contact=0;36:err=0.143:stretch=1.70:contact=0;48:err=0.142:stretch=1.70:contact=0;59:err=0.141:stretch=1.70:contact=0
0,12002,hidden_strain_memory_0_12002_elastic_band,hidden_strain_memory,0.10,elastic_band,action_conditioned_memory_v5,two_end_stretch,0.46784,0.37452,0.18068,0.02250,0.83333,0,0.14147,0.09332,0.00000,1.70348,0.00000,0.00000,0.64533,0.03344,0,shape_failure,,00000010,00000000,0:err=0.166:stretch=1.27:contact=0;12:err=0.142:stretch=1.70:contact=0;24:err=0.138:stretch=1.70:contact=0;36:err=0.143:stretch=1.70:contact=0;48:err=0.142:stretch=1.70:contact=0;59:err=0.141:stretch=1.70:contact=0
0,12002,hidden_strain_memory_0_12002_elastic_band,hidden_strain_memory,0.10,elastic_band,oracle_latent_state,center_pull,0.46784,0.46784,0.00000,0.00000,0.83333,1,0.07805,0.00000,0.00000,1.81617,0.00000,0.00000,0.51996,0.13701,0,,,00000000,00000000,0:err=0.165:stretch=1.27:contact=0;12:err=0.092:stretch=1.82:contact=0;24:err=0.061:stretch=1.82:contact=0;36:err=0.072:stretch=1.82:contact=0;48:err=0.079:stretch=1.82:contact=0;59:err=0.078:stretch=1.82:contact=0
0,12003,hidden_strain_memory_0_12003_deformable_sheet,hidden_strain_memory,0.10,deformable_sheet,visible_state_mpc,pull_high,-0.50455,0.00000,0.35364,0.02250,0.83333,1,0.12681,0.50455,0.00000,1.75808,0.00000,0.01667,1.41776,0.18048,0,,,00000000,00000000,0:err=0.246:stretch=1.28:contact=0;12:err=0.144:stretch=1.76:contact=0;24:err=0.105:stretch=1.76:contact=0;36:err=0.120:stretch=1.76:contact=0;48:err=0.129:stretch=1.76:contact=0;59:err=0.127:stretch=1.76:contact=0
0,12003,hidden_strain_memory_0_12003_deformable_sheet,hidden_strain_memory,0.10,deformable_sheet,damage_aware_visible_mpc,pull_high,-0.50455,0.00000,0.35364,0.02250,0.83333,1,0.12681,0.50455,0.00000,1.75808,0.00000,0.01667,1.41776,0.18048,0,,,00000000,00000000,0:err=0.246:stretch=1.28:contact=0;12:err=0.144:stretch=1.76:contact=0;24:err=0.105:stretch=1.76:contact=0;36:err=0.120:stretch=1.76:contact=0;48:err=0.129:stretch=1.76:contact=0;59:err=0.127:stretch=1.76:contact=0
0,12003,hidden_strain_memory_0_12003_deformable_sheet,hidden_strain_memory,0.10,deformable_sheet,particle_filter_memory,pull_high,-0.50455,-0.31417,0.38330,0.02250,0.83333,1,0.12681,0.19038,0.00000,1.75808,0.00000,0.01667,1.41776,0.18048,0,,,00000000,00000000,0:err=0.246:stretch=1.28:contact=0;12:err=0.144:stretch=1.76:contact=0;24:err=0.105:stretch=1.76:contact=0;36:err=0.120:stretch=1.76:contact=0;48:err=0.129:stretch=1.76:contact=0;59:err=0.127:stretch=1.76:contact=0
0,12003,hidden_strain_memory_0_12003_deformable_sheet,hidden_strain_memory,0.10,deformable_sheet,safety_constrained_particle_filter,pull_high,-0.50455,-0.19264,0.29064,0.02250,0.83333,1,0.12681,0.31191,0.00000,1.75808,0.00000,0.01667,1.41776,0.18048,0,,,00000000,00000000,0:err=0.246:stretch=1.28:contact=0;12:err=0.144:stretch=1.76:contact=0;24:err=0.105:stretch=1.76:contact=0;36:err=0.120:stretch=1.76:contact=0;48:err=0.129:stretch=1.76:contact=0;59:err=0.127:stretch=1.76:contact=0
0,12003,hidden_strain_memory_0_12003_deformable_sheet,hidden_strain_memory,0.10,deformable_sheet,ensemble_uncertainty_planner,diagnostic_branch_pull,-0.50455,-0.29438,0.08000,0.10250,0.83333,1,0.13296,0.21018,0.00000,1.74550,0.00000,0.01667,1.34248,0.17106,1,,,00000000,00000000,0:err=0.251:stretch=1.28:contact=0;12:err=0.254:stretch=1.28:contact=0;24:err=0.180:stretch=1.75:contact=0;36:err=0.116:stretch=1.75:contact=0;48:err=0.119:stretch=1.75:contact=0;59:err=0.133:stretch=1.75:contact=0
0,12003,hidden_strain_memory_0_12003_deformable_sheet,hidden_strain_memory,0.10,deformable_sheet,robust_cem_surrogate,pull_high,-0.50455,-0.18578,0.15516,0.02250,0.83333,1,0.12681,0.31877,0.00000,1.75808,0.00000,0.01667,1.41776,0.18048,0,,,00000000,00000000,0:err=0.246:stretch=1.28:contact=0;12:err=0.144:stretch=1.76:contact=0;24:err=0.105:stretch=1.76:contact=0;36:err=0.120:stretch=1.76:contact=0;48:err=0.129:stretch=1.76:contact=0;59:err=0.127:stretch=1.76:contact=0
0,12003,hidden_strain_memory_0_12003_deformable_sheet,hidden_strain_memory,0.10,deformable_sheet,action_conditioned_memory,diagnostic_branch_pull,-0.50455,-0.24801,0.08829,0.10250,0.83333,1,0.13296,0.25655,0.00000,1.74550,0.00000,0.01667,1.34248,0.17106,1,,,00000000,00000000,0:err=0.251:stretch=1.28:contact=0;12:err=0.254:stretch=1.28:contact=0;24:err=0.180:stretch=1.75:contact=0;36:err=0.116:stretch=1.75:contact=0;48:err=0.119:stretch=1.75:contact=0;59:err=0.133:stretch=1.75:contact=0
0,12003,hidden_strain_memory_0_12003_deformable_sheet,hidden_strain_memory,0.10,deformable_sheet,action_conditioned_memory_v5,pull_high,-0.50455,-0.21773,0.14847,0.02250,0.83333,1,0.12681,0.28682,0.00000,1.75808,0.00000,0.01667,1.41776,0.18048,0,,,00000000,00000000,0:err=0.246:stretch=1.28:contact=0;12:err=0.144:stretch=1.76:contact=0;24:err=0.105:stretch=1.76:contact=0;36:err=0.120:stretch=1.76:contact=0;48:err=0.129:stretch=1.76:contact=0;59:err=0.127:stretch=1.76:contact=0
0,12003,hidden_strain_memory_0_12003_deformable_sheet,hidden_strain_memory,0.10,deformable_sheet,oracle_latent_state,center_pull,-0.50455,-0.50455,0.00000,0.00000,0.83333,1,0.12153,0.00000,0.00000,1.54987,0.00000,0.00000,1.01565,0.16884,0,,,00000000,00000000,0:err=0.246:stretch=1.28:contact=0;12:err=0.138:stretch=1.55:contact=0;24:err=0.099:stretch=1.55:contact=0;36:err=0.117:stretch=1.55:contact=0;48:err=0.124:stretch=1.55:contact=0;59:err=0.122:stretch=1.55:contact=0
0,12004,hidden_strain_memory_0_12004_rope,hidden_strain_memory,0.10,rope,visible_state_mpc,pull_high,0.59382,0.00000,0.35592,0.02250,0.90000,0,0.18633,0.59382,1.00000,3.40720,0.00000,0.01667,0.96228,0.12118,0,excessive_stretch;wrong_memory_branch;shape_failure,,10001010,00000000,0:err=0.247:stretch=1.04:contact=0;12:err=0.205:stretch=3.41:contact=0;24:err=0.187:stretch=3.41:contact=0;36:err=0.184:stretch=3.41:contact=0;48:err=0.185:stretch=3.41:contact=0;59:err=0.186:stretch=3.41:contact=0
0,12004,hidden_strain_memory_0_12004_rope,hidden_strain_memory,0.10,rope,damage_aware_visible_mpc,pull_high,0.59382,0.00000,0.35592,0.02250,0.90000,0,0.18633,0.59382,1.00000,3.40720,0.00000,0.01667,0.96228,0.12118,0,excessive_stretch;wrong_memory_branch;shape_failure,,10001010,00000000,0:err=0.247:stretch=1.04:contact=0;12:err=0.205:stretch=3.41:contact=0;24:err=0.187:stretch=3.41:contact=0;36:err=0.184:stretch=3.41:contact=0;48:err=0.185:stretch=3.41:contact=0;59:err=0.186:stretch=3.41:contact=0
0,12004,hidden_strain_memory_0_12004_rope,hidden_strain_memory,0.10,rope,particle_filter_memory,pull_high,0.59382,0.44850,0.34255,0.02250,0.90000,0,0.18633,0.14532,1.00000,3.40720,0.00000,0.01667,0.96228,0.12118,0,excessive_stretch;wrong_memory_branch;shape_failure,,10001010,00000000,0:err=0.247:stretch=1.04:contact=0;12:err=0.205:stretch=3.41:contact=0;24:err=0.187:stretch=3.41:contact=0;36:err=0.184:stretch=3.41:contact=0;48:err=0.185:stretch=3.41:contact=0;59:err=0.186:stretch=3.41:contact=0
0,12004,hidden_strain_memory_0_12004_rope,hidden_strain_memory,0.10,rope,safety_constrained_particle_filter,pull_high,0.59382,0.34578,0.25804,0.02250,0.90000,0,0.18633,0.24804,1.00000,3.40720,0.00000,0.01667,0.96228,0.12118,0,excessive_stretch;wrong_memory_branch;shape_failure,,10001010,00000000,0:err=0.247:stretch=1.04:contact=0;12:err=0.205:stretch=3.41:contact=0;24:err=0.187:stretch=3.41:contact=0;36:err=0.184:stretch=3.41:contact=0;48:err=0.185:stretch=3.41:contact=0;59:err=0.186:stretch=3.41:contact=0
0,12004,hidden_strain_memory_0_12004_rope,hidden_strain_memory,0.10,rope,ensemble_uncertainty_planner,gentle_relax_pull,0.59382,0.45253,0.08000,0.02250,0.90000,0,0.16012,0.14129,0.00000,2.77815,0.00000,0.00000,0.58718,0.10892,0,shape_failure,,00000010,00000000,0:err=0.248:stretch=1.04:contact=0;12:err=0.175:stretch=2.78:contact=0;24:err=0.158:stretch=2.78:contact=0;36:err=0.156:stretch=2.78:contact=0;48:err=0.158:stretch=2.78:contact=0;59:err=0.160:stretch=2.78:contact=0
0,12004,hidden_strain_memory_0_12004_rope,hidden_strain_memory,0.10,rope,robust_cem_surrogate,gentle_relax_pull,0.59382,0.34421,0.15515,0.02250,0.90000,0,0.16012,0.24961,0.00000,2.77815,0.00000,0.00000,0.58718,0.10892,0,shape_failure,,00000010,00000000,0:err=0.248:stretch=1.04:contact=0;12:err=0.175:stretch=2.78:contact=0;24:err=0.158:stretch=2.78:contact=0;36:err=0.156:stretch=2.78:contact=0;48:err=0.158:stretch=2.78:contact=0;59:err=0.160:stretch=2.78:contact=0
0,12004,hidden_strain_memory_0_12004_rope,hidden_strain_memory,0.10,rope,action_conditioned_memory,gentle_relax_pull,0.59382,0.39840,0.11334,0.02250,0.90000,0,0.16012,0.19542,0.00000,2.77815,0.00000,0.00000,0.58718,0.10892,0,shape_failure,,00000010,00000000,0:err=0.248:stretch=1.04:contact=0;12:err=0.175:stretch=2.78:contact=0;24:err=0.158:stretch=2.78:contact=0;36:err=0.156:stretch=2.78:contact=0;48:err=0.158:stretch=2.78:contact=0;59:err=0.160:stretch=2.78:contact=0
0,12004,hidden_strain_memory_0_12004_rope,hidden_strain_memory,0.10,rope,action_conditioned_memory_v5,gentle_relax_pull,0.59382,0.37150,0.15097,0.02250,0.90000,0,0.16012,0.22232,0.00000,2.77815,0.00000,0.00000,0.58718,0.10892,0,shape_failure,,00000010,00000000,0:err=0.248:stretch=1.04:contact=0;12:err=0.175:stretch=2.78:contact=0;24:err=0.158:stretch=2.78:contact=0;36:err=0.156:stretch=2.78:contact=0;48:err=0.158:stretch=2.78:contact=0;59:err=0.160:stretch=2.78:contact=0
0,12004,hidden_strain_memory_0_12004_rope,hidden_strain_memory,0.10,rope,oracle_latent_state,center_pull,0.59382,0.59382,0.00000,0.01667,0.90000,0,0.15113,0.00000,0.00000,3.13915,0.00000,0.01667,0.77746,0.11922,0,shape_failure,shape_failure,00000010,00000010,0:err=0.246:stretch=1.04:contact=0;12:err=0.166:stretch=3.14:contact=0;24:err=0.149:stretch=3.14:contact=0;36:err=0.147:stretch=3.14:contact=0;48:err=0.149:stretch=3.14:contact=0;59:err=0.151:stretch=3.14:contact=0
0,12005,hidden_strain_memory_0_12005_cloth_strip,hidden_strain_memory,0.10,cloth_strip,visible_state_mpc,pull_low,0.53092,0.00000,0.34947,0.02250,0.83333,0,0.16007,0.53092,0.00000,1.86003,0.00000,0.01667,1.32296,0.14767,0,shape_failure,,00000010,00000000,0:err=0.254:stretch=1.31:contact=0;12:err=0.184:stretch=1.86:contact=0;24:err=0.144:stretch=1.86:contact=0;36:err=0.146:stretch=1.86:contact=0;48:err=0.158:stretch=1.86:contact=0;59:err=0.160:stretch=1.86:contact=0
0,12005,hidden_strain_memory_0_12005_cloth_strip,hidden_strain_memory,0.10,cloth_strip,damage_aware_visible_mpc,pull_low,0.53092,0.00000,0.34947,0.02250,0.83333,0,0.16007,0.53092,0.00000,1.86003,0.00000,0.01667,1.32296,0.14767,0,shape_failure,,00000010,00000000,0:err=0.254:stretch=1.31:contact=0;12:err=0.184:stretch=1.86:contact=0;24:err=0.144:stretch=1.86:contact=0;36:err=0.146:stretch=1.86:contact=0;48:err=0.158:stretch=1.86:contact=0;59:err=0.160:stretch=1.86:contact=0
0,12005,hidden_strain_memory_0_12005_cloth_strip,hidden_strain_memory,0.10,cloth_strip,particle_filter_memory,pull_low,0.53092,0.08789,0.18000,0.02250,0.83333,0,0.16007,0.44303,0.00000,1.86003,0.00000,0.01667,1.32296,0.14767,0,shape_failure,,00000010,00000000,0:err=0.254:stretch=1.31:contact=0;12:err=0.184:stretch=1.86:contact=0;24:err=0.144:stretch=1.86:contact=0;36:err=0.146:stretch=1.86:contact=0;48:err=0.158:stretch=1.86:contact=0;59:err=0.160:stretch=1.86:contact=0
0,12005,hidden_strain_memory_0_12005_cloth_strip,hidden_strain_memory,0.10,cloth_strip,safety_constrained_particle_filter,pull_low,0.53092,0.08045,0.14000,0.02250,0.83333,0,0.16007,0.45047,0.00000,1.86003,0.00000,0.01667,1.32296,0.14767,0,shape_failure,,00000010,00000000,0:err=0.254:stretch=1.31:contact=0;12:err=0.184:stretch=1.86:contact=0;24:err=0.144:stretch=1.86:contact=0;36:err=0.146:stretch=1.86:contact=0;48:err=0.158:stretch=1.86:contact=0;59:err=0.160:stretch=1.86:contact=0
